FlujoRx,FlujoCh,Concent,Tempera,Volumen
81.621,103.78,0.99558,350.34,14.019
83.986,103.88,0.99546,350.16,14.021
81.693,107.15,0.99547,350.06,13.988
83.044,103.41,0.99551,350.04,13.959
84.115,104.44,0.99543,350.1,13.968
80.544,105.53,0.99549,350.03,13.967
79.188,103.38,0.99575,349.75,13.944
80.208,102.86,0.99594,349.48,13.924
83.069,103.22,0.99593,349.32,13.951
81.719,107.9,0.99598,349.41,13.985
82.883,105.02,0.99605,349.85,13.993
81.686,107.08,0.99608,350.13,13.993
80.554,107.48,0.99615,349.84,14.035
82.053,105.07,0.99624,349.7,14.037
79.443,105.1,0.99619,349.95,13.967
81.156,106.69,0.99598,350.21,13.921
79.81,106.66,0.99576,350.12,13.966
79.789,103.63,0.99557,349.88,13.995
82.424,104.15,0.99546,349.61,13.98
84.13,105.17,0.99547,349.59,13.949
82.738,107.3,0.99544,349.66,13.949
81.51,104.67,0.99533,349.56,13.963
82.473,107.7,0.99528,349.46,13.976
83.581,106.56,0.9953,349.52,13.963
80.063,102.21,0.99518,349.72,13.934
83.787,104.74,0.99524,349.85,13.926
79.101,105.62,0.99568,349.92,13.924
79.697,106.7,0.996,349.9,13.915
79.653,107.64,0.99573,349.74,13.935
79.953,107.94,0.99556,349.75,13.964
84.564,105.76,0.99571,350.06,13.949
82.379,105.48,0.99596,350.21,13.91
81.743,103.65,0.99591,349.56,13.893
80.813,104.05,0.99583,349.41,13.916
84.343,106.65,0.99589,350.2,13.954
82.714,104.33,0.99585,350.75,13.981
84.326,104.51,0.9957,350.41,13.946
84.495,105.26,0.99535,350.23,13.933
83.348,107.98,0.99476,350.33,13.989
83.887,102.51,0.99452,350.5,14.017
83.252,105.53,0.99468,350.5,13.971
80.655,102.07,0.99497,350.62,13.946
82.97,107.47,0.99548,350.91,13.952
81.595,104.64,0.99572,351.01,13.98
82.591,104.7,0.99544,351.05,14.042
83.324,103.51,0.99528,350.91,14.089
80.43,107.21,0.99539,350.3,14.081
81.618,103.72,0.99544,349.91,14.072
82.595,106.47,0.9954,349.55,14.07
84.505,106.89,0.99547,349.29,14.033
83.264,105.2,0.99555,349.75,13.989
84.43,106.37,0.99551,350.08,13.969
79.233,104.09,0.99548,349.97,13.964
84.737,102.49,0.99542,349.97,13.965
82.299,107.32,0.99528,349.86,13.986
81.973,104.77,0.99522,349.76,14.002
82.704,104.31,0.99525,349.67,14.007
84.005,102.54,0.99523,349.5,14.004
83.545,104.19,0.99526,349.37,13.981
81.368,106.14,0.9953,349.37,13.949
80.92,104.41,0.99542,349.35,13.947
84.249,106.72,0.99557,349.37,13.977
84.359,102.63,0.99554,349.54,14.007
82.691,106.54,0.99538,349.59,14.011
82.078,103.55,0.99546,349.41,14.003
80.944,106.83,0.9956,349.18,14.005
83,103.24,0.99556,348.86,14
83.497,105.48,0.99552,348.77,13.979
79.225,102.13,0.99555,348.86,13.998
80.464,103.11,0.99553,348.93,14.015
79.937,107.27,0.99556,349.07,13.974
82.732,104.39,0.99553,349.21,13.929
79.934,102.6,0.99532,349.1,13.958
83.921,106.3,0.99532,349.03,13.967
84.812,103.97,0.99561,349.19,13.916
84.935,107.49,0.99576,349.27,13.875
84.039,105.38,0.9955,349.13,13.863
80.882,104.12,0.99547,349.17,13.888
84.181,106.21,0.99581,349.37,13.977
80.474,104.98,0.99599,349.57,14.022
81.051,103.85,0.99592,349.7,13.999
84.263,103.64,0.99599,349.62,14.037
80.208,102.4,0.99606,349.24,14.114
81.895,103.3,0.99611,349.04,14.139
81.452,106.45,0.99606,349.01,14.14
79.21,103.52,0.99594,348.91,14.161
81.82,107.39,0.99585,348.96,14.154
84.013,107.06,0.99584,349.02,14.128
84.299,103.71,0.99578,349.08,14.104
84.221,104.93,0.99576,349.16,14.069
82.486,102.64,0.99589,349.15,14.032
82.075,103.19,0.99596,349.15,14.006
82.34,106.29,0.9959,349.26,13.98
79.003,103.52,0.99592,349.11,13.974
80.74,103.65,0.99599,348.7,14.012
79.337,103.89,0.99607,348.56,14.058
84.536,107.68,0.9961,348.76,14.058
79.28,103.22,0.99601,348.81,14.028
82.521,105.07,0.99587,348.81,13.998
80.986,105.97,0.99579,348.82,13.993
82.862,107.97,0.9957,348.82,13.983
79.174,107.44,0.99569,348.73,13.95
84.038,106.98,0.99591,348.62,13.925
82.318,106.87,0.99605,348.64,13.929
80.421,105.45,0.996,348.83,13.934
81.999,102.55,0.99588,349.08,13.927
79.283,104.54,0.99567,349.35,13.929
80.416,103.77,0.99552,349.56,13.935
80.761,103.95,0.99548,349.68,13.929
84.953,104.58,0.99551,349.82,13.933
83.966,103.05,0.99562,349.96,13.954
81.861,106.51,0.99567,349.99,13.969
81.629,102.56,0.99571,349.93,13.941
80.51,102.82,0.99576,349.84,13.911
80.662,104.83,0.99573,349.72,13.906
83.985,107.62,0.99567,349.61,13.913
82.671,107.38,0.99568,349.45,13.91
84.557,102.12,0.99568,349.28,13.888
82.067,102.88,0.99567,349.25,13.85
84.295,104.2,0.99571,349.31,13.825
79.249,102.79,0.99564,349.6,13.81
83.486,106.39,0.99556,349.74,13.793
83.063,102.82,0.99564,349.38,13.793
81.652,106.48,0.99574,349.07,13.8
81.097,104.02,0.99568,349.02,13.803
81.569,102.42,0.99559,348.95,13.814
80.51,107.88,0.99553,349.06,13.83
81.496,106.33,0.99556,349.26,13.853
82.399,105.13,0.99554,349.38,13.866
80.671,102.45,0.99546,349.47,13.857
79.446,102.77,0.99546,349.52,13.836
84.795,105.33,0.99546,349.57,13.819
81.012,103.3,0.99549,349.5,13.828
79.94,106.3,0.99564,349.35,13.865
82.535,104.7,0.99581,349.35,13.907
83.218,104.98,0.99583,349.52,13.928
83.313,107.9,0.99587,349.7,13.923
79.876,106.29,0.99597,349.53,13.888
81.669,105.81,0.99593,349.01,13.831
83.771,103.29,0.99585,348.77,13.802
84.042,102.47,0.99589,348.83,13.834
84.3,106.82,0.99587,348.97,13.865
80.228,104.53,0.99578,349.38,13.87
80.296,105.44,0.99576,349.74,13.877
79.537,104.56,0.9958,349.86,13.899
80.527,106.94,0.99572,349.92,13.895
84.754,103.44,0.9956,349.86,13.873
80.523,104.51,0.99551,349.8,13.872
81.082,104.75,0.99531,349.96,13.867
81.638,103.16,0.99519,350.03,13.864
82.499,103.77,0.99535,349.83,13.906
80.365,103.71,0.99552,349.63,13.953
79.485,102.61,0.99545,349.65,13.99
82.037,102.15,0.99545,349.7,14.012
79.773,103.35,0.99555,349.73,13.985
82.151,104.2,0.9956,349.72,13.958
83.871,102.26,0.9956,349.63,13.951
84.474,105.91,0.99562,349.72,13.924
80.45,104.72,0.99564,350.07,13.893
80.206,104.46,0.99566,350.33,13.879
79.762,104.6,0.99563,350.29,13.91
84.588,105.56,0.99557,350.29,13.925
84.477,104,0.99554,350.32,13.883
80.606,102.8,1,273.15,0.1
82.9,105.13,0.99994,281.12,0.10498
83.699,102.53,0.99987,287.85,0.10998
79.866,105.28,0.99989,293.53,0.11505
84.396,103.17,0.99993,298.55,0.12019
83.217,107.67,0.99989,304.24,0.12674
79.126,106.95,0.99993,308.96,0.13308
82.917,106.47,1.0001,312.91,0.13918
81.06,104.17,1.0001,316.32,0.14539
84.521,103.19,1,319.48,0.15219
80.869,104.44,1,322.3,0.15913
83.371,107.06,0.99997,324.87,0.16626
82.648,104.46,0.99994,327.05,0.17326
84.55,106.48,0.99989,329.02,0.18083
80.754,103.28,0.99993,330.8,0.18861
83.945,107.25,1.0001,332.46,0.19645
84.954,104.7,1.0001,333.97,0.20409
79.455,106.91,1.0001,335.71,0.21396
83.35,107.46,0.99998,337.18,0.22372
79.516,106.33,0.99989,338.34,0.23306
83.289,105.65,0.99989,339.28,0.24239
83.031,102.89,1,340.68,0.25648
84.853,103.06,1.0001,341.94,0.27068
84.837,102.66,1.0001,342.89,0.28531
82.445,104.44,0.99993,343.67,0.29985
79.403,107.04,0.99982,344.35,0.31342
80.321,105.1,0.99977,344.9,0.32677
81.824,104.11,0.99984,345.4,0.34038
79.757,102.11,0.99993,345.8,0.35414
81.185,107.06,0.99991,346.11,0.36929
79.949,106.26,0.9999,346.34,0.38438
79.211,102.6,0.99998,346.44,0.39908
81.622,103.53,1,346.6,0.41375
80.991,106.26,1,346.89,0.42923
80.934,106.55,1.0001,347.2,0.4445
83.814,103.56,1.0002,347.53,0.45971
83.175,104.7,1.0002,347.73,0.47488
80.559,107.18,1.0003,347.73,0.49295
83.333,105.03,1.0003,347.84,0.5107
81.969,103.7,1.0001,348.18,0.52744
81.736,105.8,1.0001,348.45,0.54435
83.569,106.61,1,348.53,0.56466
83.203,104.86,0.99996,348.54,0.58367
81.944,104.3,0.99998,348.48,0.60142
84.162,105.67,1.0001,348.55,0.61981
81.163,107.3,1.0001,348.68,0.63882
81.747,102.65,1,348.73,0.65755
80.955,106.65,0.99987,348.78,0.67651
80.489,106.17,0.99977,348.82,0.6957
79.232,107.49,0.99974,348.93,0.71932
83.982,106.23,0.9998,349.11,0.74221
81.813,103.71,0.99988,349.23,0.76514
84.352,105.02,0.99988,349.31,0.78814
80.78,106.78,0.99988,349.4,0.81494
79.455,105.29,0.99985,349.55,0.84097
82.467,105.2,0.99972,349.77,0.86619
81.291,104.29,0.99962,349.86,0.89175
82.985,106.24,0.99962,349.86,0.92248
80.02,102.61,0.99961,350.02,0.95344
83.829,105.43,0.9996,350.24,0.98431
81.778,103.5,0.99957,350.35,1.0147
80.073,103.97,0.99953,350.44,1.0591
79.976,102.01,0.99949,350.53,1.1028
84.745,102.58,0.99941,350.44,1.1442
82.916,104.43,0.99937,350.33,1.1855
79.93,102.81,0.99946,350.32,1.243
79.54,106.26,0.99951,350.25,1.2977
83.81,103.75,0.99951,350.17,1.351
83.186,102.97,0.99948,350.06,1.4062
82.378,104.28,0.99946,350.11,1.4608
82.365,103.87,0.99946,350.25,1.5121
80.354,103.91,0.99947,350.25,1.5601
84.997,104.37,0.99951,350.16,1.6091
80.437,106.64,0.99955,350.07,1.6698
80.184,104.32,0.99958,350,1.729
83.128,106.78,0.9996,350,1.787
81.596,104.22,0.99957,349.95,1.8469
81.098,102.5,0.99957,349.95,1.9104
82.691,107.63,0.99958,350.01,1.9711
80.539,106.87,0.9995,349.96,2.0279
80.65,105.16,0.99938,349.89,2.0826
84.913,103.87,0.9993,350.02,2.1637
79.02,106.63,0.99935,350.18,2.2475
79.362,103.22,0.99948,350.26,2.3312
82.777,102.23,0.99953,350.18,2.4127
79.743,102.89,0.99944,350.24,2.5271
81.607,106.39,0.99933,350.43,2.6442
79.268,105.65,0.99917,350.41,2.7714
84.446,102.27,0.99907,350.3,2.8923
82.348,102.27,0.99905,350.35,2.9903
82.61,106.76,0.99904,350.37,3.0894
79.54,102.78,0.99908,350.26,3.1861
82.312,104.55,0.99907,350.15,3.2829
83.514,104.1,0.99901,350.17,3.3784
79.669,107.21,0.99891,350.22,3.4759
82.421,107.42,0.99872,350.21,3.584
83.982,102.56,0.99855,350.16,3.6873
81.111,106.44,0.99858,350.1,3.7684
83.853,104.87,0.99866,350.05,3.8479
80.633,106.9,0.99868,350.01,3.9256
84.844,105.99,0.99871,349.94,4.0046
84.193,103.91,0.9987,349.97,4.0883
83.151,104.96,0.99869,350.02,4.1651
81.625,104.93,0.99879,349.9,4.2296
81.266,102.61,0.99889,349.79,4.2973
82.608,106.57,0.99888,349.92,4.3685
79.785,107.98,0.99885,349.99,4.4422
81.208,107.32,0.9988,349.85,4.5255
81.479,106.52,0.99875,349.74,4.6059
84.493,103.67,0.9987,349.79,4.6643
79.831,107.98,0.99865,349.86,4.7247
84.046,105.83,0.99863,349.94,4.7954
83.436,106.19,0.99865,349.94,4.8634
81.706,104.14,0.99866,349.91,4.9168
84.784,105.11,0.99867,349.87,4.9731
83.744,107.87,0.99873,349.78,5.0318
83.552,104.42,0.99881,349.76,5.0892
82.542,102.08,0.99885,349.85,5.1575
80.986,105.23,0.99888,349.96,5.2212
80.081,102.78,0.99886,350.11,5.2749
82.953,104.54,0.9988,350.15,5.3322
83.289,105.67,0.99872,350.11,5.3961
83.124,102.57,0.99866,350.14,5.4609
82.996,107.51,0.99862,350.25,5.5296
80.548,106.4,0.99859,350.31,5.5972
84.83,104.66,0.99855,350.32,5.6589
82.417,106.4,0.99852,350.3,5.7153
80.944,105.64,0.99855,350.25,5.7702
79.77,107.9,0.9986,350.21,5.8269
81.158,106.99,0.99859,350.24,5.8987
81.854,106.65,0.99852,350.23,5.9728
84.399,106.88,0.99848,350.15,6.0521
80.466,104.61,0.99847,350.11,6.1324
79.346,107.57,0.99847,350.2,6.2396
83.255,102.63,0.99843,350.13,6.3374
80.746,103.38,0.99833,349.92,6.4245
82.281,104.77,0.99829,349.8,6.5102
79.069,105.2,0.99819,349.83,6.6325
80.066,104.76,0.99808,349.76,6.7552
81.311,106.85,0.99815,349.64,6.8809
80.293,106.81,0.99828,349.61,7.0051
80.327,106.09,0.99819,349.7,7.1699
84.388,103.45,0.99807,349.67,7.335
81.686,105.01,0.99814,349.51,7.4954
83.998,105.28,0.99827,349.41,7.6519
81.287,102.34,0.99832,349.42,7.8091
84.661,106.49,0.99835,349.54,7.9523
80.918,104.42,0.99833,349.79,8.1122
82.822,106.85,0.99826,350,8.2716
83.34,105.09,0.99802,350.1,8.4084
79.084,104.5,0.99793,350.28,8.5332
79.888,102.03,0.99814,350.47,8.6654
79.315,102.03,0.99823,350.54,8.815
80.286,104.48,0.99799,350.5,8.9445
83.223,106.59,0.99777,350.49,9.063
84.307,106.77,0.99759,350.43,9.2049
84.148,107.73,0.99749,350.36,9.3401
80.746,106.28,0.99749,350.35,9.4654
79.149,104.07,0.9975,350.25,9.5884
84.344,105.84,0.9975,350.02,9.6675
81.446,103.06,0.9975,349.96,9.7373
79.291,107.09,0.99752,350.03,9.8323
82.287,107.02,0.99745,350.03,9.9167
80.855,103.58,0.99729,350.02,9.9758
79.407,105.18,0.99722,349.95,10.044
79.647,103.64,0.99726,349.87,10.148
83.314,107.45,0.99726,349.84,10.235
80.478,105.03,0.99723,349.8,10.287
83.087,106.46,0.99719,349.76,10.339
79.522,106.81,0.9972,349.76,10.401
82.235,107.49,0.99721,349.75,10.473
80.505,107.01,0.99714,349.7,10.565
84.239,102.25,0.99707,349.66,10.646
84.539,102.83,0.99704,349.71,10.704
80.528,102.85,0.9971,349.66,10.763
80.097,106.08,0.99727,349.46,10.815
80.215,103.54,0.99736,349.31,10.861
79.176,106.06,0.99731,349.46,10.922
83.373,103.79,0.99735,349.67,10.993
81.101,103.92,0.99745,349.74,11.08
80.426,104.38,0.99746,349.69,11.162
80.784,104.69,0.99739,349.61,11.242
84.809,105.83,0.99737,349.55,11.318
83.365,103.86,0.99739,349.53,11.375
81.002,102.01,0.9974,349.57,11.423
83.66,107.29,0.99739,349.79,11.499
84.855,102.36,0.99724,349.9,11.578
81.757,105.47,0.99696,349.72,11.652
81.87,106.37,0.99681,349.63,11.733
83.177,102.12,0.99674,349.93,11.82
81.202,102.51,0.99661,350,11.914
83.466,107.87,0.99665,349.75,12.024
81.284,104.35,0.99676,349.58,12.122
79.036,106.17,0.99677,349.68,12.169
81.437,102.97,0.99671,349.65,12.201
84.534,106.5,0.99656,349.48,12.239
83.831,106.62,0.9964,349.39,12.284
81.319,105.92,0.99623,349.54,12.335
84.494,103.93,0.99623,349.54,12.414
82.693,107.96,0.99648,349.32,12.512
79.983,103.94,0.99668,349.23,12.586
81.593,106.85,0.99666,349.39,12.622
80.574,103.45,0.99675,349.45,12.685
82.861,106.63,0.9969,349.41,12.78
81.976,107.88,0.99692,349.38,12.851
80.626,102.75,0.99683,349.37,12.871
83.141,105.04,0.99674,349.4,12.9
81.477,103.97,0.99657,349.49,12.938
84.645,105.45,0.99643,349.59,12.968
83.71,104.36,0.99637,349.46,13.016
83.051,106.87,0.99646,349.36,13.08
84.589,105.69,0.99668,349.59,13.127
81.97,102.11,0.99678,349.82,13.155
82.121,106.74,0.99664,349.67,13.211
82.588,106.75,0.99653,349.61,13.258
81.053,107.57,0.99652,349.76,13.253
82.675,104.61,0.99657,349.8,13.235
82.712,103.78,0.99653,349.69,13.243
80.957,104.1,0.99658,350,13.279
82.952,104.82,0.99682,350.58,13.348
80.767,107.89,0.99693,350.82,13.401
79.888,102.2,0.99692,350.58,13.419
79.912,106.31,0.99682,350.41,13.432
81.705,105.37,0.99644,350.38,13.431
80.073,107.86,0.99614,350.32,13.418
84.122,105.27,0.99605,350.17,13.429
79.015,105.45,0.99601,350.09,13.45
83.751,107.01,0.99615,350.06,13.454
82.476,103.64,0.99628,350.01,13.453
84.539,103.14,0.99624,349.96,13.47
81.404,102.72,0.99625,349.65,13.511
84.207,106.32,0.99634,349.03,13.57
80.11,106.74,0.99633,348.85,13.596
83.729,102.28,0.99635,349.35,13.604
80.745,102.81,0.99642,349.6,13.627
84.776,106.93,0.99634,349.36,13.64
81.066,106.49,0.99624,349.01,13.647
79.389,107.77,0.99622,349.05,13.662
82.037,105.69,0.9962,349.12,13.676
81.309,107.87,0.99617,349,13.683
83.519,102.53,0.99612,348.83,13.68
84.659,103.69,0.99603,348.74,13.674
82.35,106.14,0.99596,348.83,13.686
79.901,102.42,0.99588,349.19,13.71
82.556,104.17,0.99585,349.51,13.72
82.901,103.56,0.99572,349.42,13.744
83.588,105.48,0.99561,349.45,13.789
83.986,106.87,0.99569,349.89,13.819
80.501,105.95,0.99571,350.26,13.841
82.901,102.02,0.99559,350.12,13.863
84.162,105.44,0.99552,350.02,13.852
79.754,107.33,0.99548,350.09,13.806
80.617,102.51,0.99539,350.08,13.763
82.487,105.76,0.99529,349.95,13.777
82.196,107.45,0.99528,349.99,13.814
82.613,107.43,0.99531,350.08,13.836
81.587,105.5,0.99529,350.11,13.845
83.887,105.99,0.99517,350.04,13.812
81.945,105.42,0.99524,350.04,13.762
80.636,102.18,0.99557,350.09,13.766
79.324,104.62,0.99592,350.03,13.813
79.397,103.87,0.99595,349.73,13.811
80.205,102.8,0.99586,349.58,13.766
79.473,105.25,0.99576,349.78,13.725
81.613,105.71,0.99564,349.83,13.739
80.585,106.74,0.99539,349.66,13.739
83.489,104.68,0.99523,349.57,13.712
80.535,104,0.99532,349.43,13.726
83.745,102.1,0.99553,349.39,13.758
83.895,103.15,0.99558,349.45,13.766
83.114,107.86,0.99537,349.48,13.763
82.218,102.84,0.99511,349.55,13.756
81.644,104.87,0.99495,349.44,13.76
84.153,103.75,0.99499,349.61,13.74
79.991,106.61,0.99529,349.99,13.761
84.337,105.39,0.99571,349.94,13.865
79.346,106.92,0.99584,349.71,13.924
84.582,105.26,0.99592,349.34,13.899
84.517,107.77,0.99609,349.11,13.889
84.694,102.6,0.99604,349.46,13.887
82.372,104.83,0.99598,349.81,13.904
81.832,104.78,0.99592,349.68,13.937
79.655,106.05,0.99577,349.5,13.922
84.263,107.07,0.99577,349.32,13.851
83.955,105.85,0.99576,349.35,13.802
79.884,104.61,0.99578,349.55,13.814
80.599,107.44,0.99587,349.52,13.827
79.639,107.29,0.99588,349.22,13.83
84.968,105.63,0.99583,349.01,13.811
79.392,104.06,0.99578,348.91,13.836
81.957,106.62,0.99564,348.95,13.865
82.477,105.49,0.99544,349.34,13.823
84.712,103.6,0.99532,349.69,13.757
82.018,104.65,0.99526,349.59,13.728
83.041,105.69,0.99519,349.43,13.726
79.094,104.58,0.99521,349.44,13.76
79.522,104.56,0.9952,349.57,13.785
82.213,102.12,0.99522,349.72,13.758
83.559,107.72,0.99535,349.91,13.747
81.118,106.04,0.99543,350.1,13.779
80.574,106.65,0.99546,350.1,13.826
81.251,103.45,0.99557,350.12,13.825
84.683,106.41,0.99553,350.13,13.78
81.311,104.46,0.99531,349.79,13.734
79.752,105.53,0.99524,349.55,13.695
83.479,107.3,0.99525,350.06,13.666
80.523,104.41,0.99511,349.31,13.633
80.276,103.66,0.9951,346.87,13.576
81.906,106.53,0.9953,345.67,13.532
83.465,104.64,0.99532,346.56,13.551
84.547,105.85,0.99547,347.23,13.572
80.069,102.66,0.99599,347.74,13.57
80.699,107.92,0.99642,348.16,13.59
84.261,106.07,0.99644,348.69,13.628
79.996,107.2,0.99645,348.91,13.674
84.579,103.01,0.99647,348.67,13.762
79.098,106.21,0.99644,348.41,13.811
81.943,102.12,0.99651,348.46,13.772
81.672,105.33,0.99653,348.56,13.75
81.436,104.52,0.99627,348.75,13.766
83.056,102.57,0.99611,348.98,13.787
82.618,105.41,0.99624,349.14,13.769
83.112,103.47,0.99611,349.27,13.752
79.517,106.3,0.99571,349.39,13.759
84.21,107.94,0.99551,349.38,13.765
82.432,107.76,0.99562,349.46,13.814
81.896,107.94,0.99562,349.64,13.836
83.536,107.72,0.99549,349.71,13.756
79.553,103.85,0.9954,349.72,13.691
81.025,104.88,0.99529,349.74,13.724
82.954,104.56,0.99522,349.7,13.773
82.9,107.45,0.99536,349.66,13.832
84.266,105.25,0.99548,349.66,13.884
84.273,107.9,0.99544,349.77,13.884
81.97,106.9,0.99554,350.02,13.893
80.816,102.15,0.99573,350.35,13.959
80.371,107.51,0.99577,350.49,14.009
84.861,104.33,0.99558,350.34,14.019
79.327,107.29,0.99546,350.16,14.021
83.248,103.7,0.99547,350.06,13.988
83.146,106.12,0.99551,350.04,13.959
82.872,107.82,0.99543,350.1,13.968
81.242,104.26,0.99549,350.03,13.967
83.271,102.41,0.99575,349.75,13.944
84.253,106.83,0.99594,349.48,13.924
81.593,105.61,0.99593,349.32,13.951
79.771,104.02,0.99598,349.41,13.985
80.775,102.33,0.99605,349.85,13.993
80.273,103.23,0.99608,350.13,13.993
83.888,106.05,0.99615,349.84,14.035
82.509,107.02,0.99624,349.7,14.037
80.309,102.14,0.99619,349.95,13.967
79.628,102.46,0.99598,350.21,13.921
83.802,102.02,0.99576,350.12,13.966
84.382,102.58,0.99557,349.88,13.995
81.303,102.78,0.99546,349.61,13.98
79.442,105.71,0.99547,349.59,13.949
81.595,102.86,0.99544,349.66,13.949
82.861,105.4,0.99533,349.56,13.963
82.266,104.51,0.99528,349.46,13.976
82.567,103.36,0.9953,349.52,13.963
83.415,102.08,0.99518,349.72,13.934
79.588,106.78,0.99524,349.85,13.926
80.394,104.85,0.99568,349.92,13.924
84.029,102.01,0.996,349.9,13.915
81.824,104.63,0.99573,349.74,13.935
79.502,107.81,0.99556,349.75,13.964
83.762,106.91,0.99571,350.06,13.949
82.793,105.07,0.99596,350.21,13.91
79.325,102.36,0.99591,349.56,13.893
80.538,102.68,0.99583,349.41,13.916
80.159,102.81,0.99589,350.2,13.954
80.317,106.31,0.99585,350.75,13.981
81.429,102.13,0.9957,350.41,13.946
79.393,106.97,0.99535,350.23,13.933
79.309,104.63,0.99476,350.33,13.989
83.265,106.31,0.99452,350.5,14.017
84.444,106.7,0.99468,350.5,13.971
81.808,102.82,0.99497,350.62,13.946
84.134,106.51,0.99548,350.91,13.952
82.198,103.6,0.99572,351.01,13.98
84.492,104.88,0.99544,351.05,14.042
81.001,103.51,0.99528,350.91,14.089
80.222,107.34,0.99539,350.3,14.081
84.515,105.73,0.99544,349.91,14.072
83.737,103.3,0.9954,349.55,14.07
83.395,103.9,0.99547,349.29,14.033
81.408,103.86,0.99555,349.75,13.989
81.733,107.75,0.99551,350.08,13.969
81.463,107.97,0.99548,349.97,13.964
79.696,104.48,0.99542,349.97,13.965
79.142,106.66,0.99528,349.86,13.986
80.417,105.52,0.99522,349.76,14.002
83.401,102.01,0.99525,349.67,14.007
82.911,102.16,0.99523,349.5,14.004
80.049,107.54,0.99526,349.37,13.981
79.602,105.76,0.9953,349.37,13.949
83.404,103.92,0.99542,349.35,13.947
79.596,102.35,0.99557,349.37,13.977
82.642,105.8,0.99554,349.54,14.007
83.256,107.09,0.99538,349.59,14.011
84.073,105.38,0.99546,349.41,14.003
79.494,104.09,0.9956,349.18,14.005
82.047,105.64,0.99556,348.86,14
79.831,107.48,0.99552,348.77,13.979
79.478,103.93,0.99555,348.86,13.998
83.958,107.97,0.99553,348.93,14.015
80.528,102.88,0.99556,349.07,13.974
79.963,106.14,0.99553,349.21,13.929
80.305,106.54,0.99532,349.1,13.958
80.593,107.33,0.99532,349.03,13.967
81.609,103.83,0.99561,349.19,13.916
81.416,102.19,0.99576,349.27,13.875
82.491,104.33,0.9955,349.13,13.863
80.951,104.92,0.99547,349.17,13.888
83.134,102.41,0.99581,349.37,13.977
83.7,106.29,0.99599,349.57,14.022
84.05,105.3,0.99592,349.7,13.999
82.272,106.9,0.99599,349.62,14.037
80.998,105.09,0.99606,349.24,14.114
80.551,104.38,0.99611,349.04,14.139
79.435,105.19,0.99606,349.01,14.14
80.938,105.59,0.99594,348.91,14.161
83.725,107.08,0.99585,348.96,14.154
83.207,102.28,0.99584,349.02,14.128
80.942,106.17,0.99578,349.08,14.104
81.731,103.84,0.99576,349.16,14.069
83.947,107.13,0.99589,349.15,14.032
80.877,104.79,0.99596,349.15,14.006
80.46,103.5,0.9959,349.26,13.98
79.969,104.83,0.99592,349.11,13.974
81.497,105.6,0.99599,348.7,14.012
81.397,103.4,0.99607,348.56,14.058
83.048,106.41,0.9961,348.76,14.058
79.984,105.15,0.99601,348.81,14.028
82.939,104.46,0.99587,348.81,13.998
81.291,105.01,0.99579,348.82,13.993
84.617,104.85,0.9957,348.82,13.983
81.147,106.02,0.99569,348.73,13.95
80.181,106.32,0.99591,348.62,13.925
79.504,103.64,0.99605,348.64,13.929
84.461,105.13,0.996,348.83,13.934
81.5,107.67,0.99588,349.08,13.927
84.585,108,0.99567,349.35,13.929
81.508,107.14,0.99552,349.56,13.935
80.006,103.3,0.99548,349.68,13.929
83.862,103.16,0.99551,349.82,13.933
83.479,107.1,0.99562,349.96,13.954
84.048,102.3,0.99567,349.99,13.969
82.665,104.03,0.99571,349.93,13.941
82.131,103.79,0.99576,349.84,13.911
84.965,104.96,0.99573,349.72,13.906
83.742,105.43,0.99567,349.61,13.913
82.103,107.92,0.99568,349.45,13.91
81.101,105.43,0.99568,349.28,13.888
81.016,107.15,0.99567,349.25,13.85
84.199,106.41,0.99571,349.31,13.825
80.118,102.76,0.99564,349.6,13.81
80.654,103.98,0.99556,349.74,13.793
81.154,103.71,0.99564,349.38,13.793
81.878,106.83,0.99574,349.07,13.8
81.934,106.84,0.99568,349.02,13.803
80.809,103.1,0.99559,348.95,13.814
82.231,104.66,0.99553,349.06,13.83
79.853,107.33,0.99556,349.26,13.853
80.005,105.13,0.99554,349.38,13.866
79.112,102.37,0.99546,349.47,13.857
84.918,107.06,0.99546,349.52,13.836
81.502,106.29,0.99546,349.57,13.819
82.59,104.31,0.99549,349.5,13.828
82.599,104.57,0.99564,349.35,13.865
79.463,102.23,0.99581,349.35,13.907
81.802,106.49,0.99583,349.52,13.928
80.458,105.16,0.99587,349.7,13.923
83.59,102.56,0.99597,349.53,13.888
79.552,107.91,0.99593,349.01,13.831
82.635,106.54,0.99585,348.77,13.802
82.791,107.99,0.99589,348.83,13.834
82.767,102.63,0.99587,348.97,13.865
82.131,105.58,0.99578,349.38,13.87
80.939,105.54,0.99576,349.74,13.877
80.425,104.63,0.9958,349.86,13.899
84.035,103.03,0.99572,349.92,13.895
80.884,105.48,0.9956,349.86,13.873
81.635,107.19,0.99551,349.8,13.872
81.834,106.25,0.99531,349.96,13.867
80.721,105.07,0.99519,350.03,13.864
83.577,105.29,0.99535,349.83,13.906
80.119,107.93,0.99552,349.63,13.953
84.861,107.97,0.99545,349.65,13.99
81.715,103.88,0.99545,349.7,14.012
84.801,106.27,0.99555,349.73,13.985
83.52,106.86,0.9956,349.72,13.958
84.752,103.65,0.9956,349.63,13.951
81.31,106.7,0.99562,349.72,13.924
81.296,106.46,0.99564,350.07,13.893
81.232,106.02,0.99566,350.33,13.879
